job,model,dataset,src_layer,tgt_layer,sdc_group,rows,semantic_groups,finite_rows,non_finite_rows,non_finite_rate,mean_cos_sim,median_cos_sim,std_cos_sim,q25_cos_sim,q75_cos_sim,mean_ci95_low,mean_ci95_high,evidence
internvl3_lingoqa,InternVL3-8B,LingoQA,9,10,non_significant_sdc,1293,70,1293,0,0.0,0.7679082663313465,0.7781020998954773,0.06637742062334562,0.7417306303977966,0.8096959143877029,0.7520620486583005,0.7827031367975681,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,9,10,significant_sdc,433,75,332,101,0.233256351039261,0.43715551454736573,0.4878488890826702,0.16054435587082125,0.44993656873703003,0.5239031799137592,0.4187955999309145,0.4553864462347935,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,10,11,non_sdc,5762,75,5762,0,0.0,0.7427560136301449,0.7471125572919846,0.07246956654250082,0.697965607047081,0.7888162583112717,0.7271192032936502,0.7579196907396284,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,10,11,non_significant_sdc,1293,70,1293,0,0.0,0.7302464757731209,0.7347498834133148,0.07508332391191466,0.6778426319360733,0.7822106927633286,0.7119797802371491,0.7490456938640832,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,10,11,significant_sdc,433,75,320,113,0.26096997690531176,0.09976208056298977,0.14239674620330334,0.19163613350562256,0.06073815992567688,0.18240188481286168,0.07499937423404841,0.12429292444289843,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,11,12,non_sdc,5762,75,5762,0,0.0,0.745178832184085,0.7469726055860519,0.06781435876382287,0.706893615424633,0.7898511178791523,0.7300853360620826,0.759749910422929,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,11,12,non_significant_sdc,1293,70,1293,0,0.0,0.7530582379506525,0.7498950660228729,0.07445722726971864,0.7174707055091858,0.8120014667510986,0.7337799339197091,0.7718699747257747,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,11,12,significant_sdc,433,75,311,122,0.2817551963048499,0.408393725446632,0.4709550216794014,0.17677631857964857,0.3877455722540617,0.5161139816045761,0.38468434049513206,0.4307202055513348,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,12,13,non_sdc,5762,75,5762,0,0.0,0.7855688394207335,0.7955191284418106,0.05853443653359151,0.7616663575172424,0.8202362209558487,0.77185076522402,0.7979217097807363,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,12,13,non_significant_sdc,1293,70,1293,0,0.0,0.7704840033601074,0.7850749343633652,0.06319829438257457,0.7402403503656387,0.8136297166347504,0.7540965108995482,0.7858641793516576,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,12,13,significant_sdc,433,75,299,134,0.30946882217090066,0.4015057367306938,0.44580117613077164,0.16914642345135034,0.3305175304412842,0.5175668857991695,0.37832885654791343,0.4238239480987379,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,13,14,non_sdc,5762,75,5762,0,0.0,0.7621432237937421,0.778750479221344,0.07326952514938544,0.7175267264246941,0.8119738437235355,0.7456526246787282,0.77806362752419,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,13,14,non_significant_sdc,1293,70,1293,0,0.0,0.7556219230833112,0.7705504298210144,0.06542971705657849,0.7139159739017487,0.8014455884695053,0.7396290475542254,0.7708968278006043,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,13,14,significant_sdc,433,75,292,141,0.32563510392609696,0.31575111151124313,0.46572820097208023,0.31969868103964566,0.04979790444485843,0.5215815082192421,0.27642765458675655,0.35314446641715846,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,14,15,non_sdc,5762,75,5762,0,0.0,0.7886067509278785,0.7977736294269562,0.05187259847431913,0.7648428045213223,0.8248392529785633,0.7769513863287892,0.7994684424036818,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,14,15,non_significant_sdc,1293,70,1293,0,0.0,0.7916177518706127,0.7974401712417603,0.04368906242260467,0.7683831602334976,0.8221389353275299,0.7813974153489678,0.8017932207760503,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,14,15,significant_sdc,433,75,277,156,0.36027713625866054,0.44474325754044286,0.5236387252807617,0.19495253505684948,0.25453270971775055,0.5813537463545799,0.41764930500753383,0.4715728972940189,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,15,16,non_sdc,5762,75,5762,0,0.0,0.7252686267313947,0.7352598085999489,0.07491026479888153,0.683752965182066,0.7740803211927414,0.7087186953910266,0.7405484931743554,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,15,16,non_significant_sdc,1293,70,1293,0,0.0,0.7300210018791344,0.7412302047014236,0.07105763279177538,0.6819033175706863,0.7818618714809418,0.7109838174787132,0.747980925259904,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,15,16,significant_sdc,433,75,272,161,0.371824480369515,0.25757974309518056,0.40560948476195335,0.3184351516382492,-0.20569861121475697,0.5069791674613953,0.21517840732593657,0.2988552719173409,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,16,17,non_sdc,5762,75,5762,0,0.0,0.6943665557437185,0.6942998468875885,0.07807566584763953,0.6439542323350906,0.742709044367075,0.6772750341142779,0.7110230658816178,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,16,17,non_significant_sdc,1293,70,1293,0,0.0,0.6987059764097295,0.6961489468812943,0.07419554090443105,0.6641897708177567,0.7363194674253464,0.6809835981192579,0.715956633171092,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,16,17,significant_sdc,433,73,251,182,0.4203233256351039,0.10963762974908271,0.18973136134445667,0.22355936970984142,-0.13566039688885212,0.23741187620908022,0.08086731223769893,0.1393069234242663,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,17,18,non_sdc,5762,75,5762,0,0.0,0.6889468621176819,0.7037748694419861,0.07522911285373077,0.6336938664317131,0.7454311810433865,0.6724695396005733,0.7049994599901496,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,17,18,non_significant_sdc,1293,70,1293,0,0.0,0.6790679421323392,0.68808613717556,0.07421312144824935,0.630308136343956,0.7340573221445084,0.6637506126153185,0.6945207882022956,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,17,18,significant_sdc,433,73,240,193,0.4457274826789839,0.3025156870717183,0.37500330805778503,0.1834638702585369,0.1647479897364974,0.42302314564585686,0.2784710149650191,0.3271731260954394,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,18,19,non_sdc,5762,75,5762,0,0.0,0.7740975255945084,0.7793381661176682,0.0528115919074156,0.743874654173851,0.807906486093998,0.7632260586127224,0.7845570057119632,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,18,19,non_significant_sdc,1293,70,1293,0,0.0,0.7792701196827265,0.7888372242450714,0.05023175820292111,0.7567487508058548,0.811108410358429,0.7665197085352713,0.790652732942582,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,18,19,significant_sdc,433,73,232,201,0.46420323325635104,0.30269755681925825,0.43929752334952354,0.25181676056461694,0.018801161902956665,0.5088788289576769,0.2705412486472208,0.3355660346499622,adequate
internvl3_lingoqa,InternVL3-8B,LingoQA,19,20,non_sdc,5762,75,5762,0,0.0,0.6690253538345606,0.6795381158590317,0.09382075191833655,0.6187985353171825,0.7273174487054348,0.6483584894853329,0.6894160608836397,adequate
