job,model,dataset,metric,src_layer,tgt_layer,sdc_group,rows,semantic_groups,finite_rows,non_finite_rows,non_finite_rate,mean_value,median_value,std_value,q25_value,q75_value,mean_ci95_low,mean_ci95_high,evidence
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,3,4,non_significant_sdc,1723,315,1723,0,0.0,0.8379710511457965,0.8413052525785234,0.03887409015441988,0.815729477575847,0.8625561788126275,0.8341279734575449,0.8418287202676902,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,3,4,significant_sdc,224,119,179,45,0.2008928571428571,0.5120788748154775,0.45804191487176077,0.19045155256673488,0.4506297652818719,0.48037466406822205,0.4674360971518163,0.5552979293156044,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,4,5,non_sdc,5540,375,5540,0,0.0,0.8225512035840727,0.8281906309880709,0.03937790234859324,0.8023326198259989,0.8484107631224173,0.8195766679134885,0.8254961295912869,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,4,5,non_significant_sdc,1723,315,1723,0,0.0,0.8149413945111434,0.8225815783847462,0.0469805135450202,0.7941236571623729,0.8422085009515285,0.8106511341978415,0.8189615589567515,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,4,5,significant_sdc,224,116,175,49,0.21875,0.40685163338095304,0.3013387757296465,0.2154029811385237,0.29502682783165757,0.4118480797933073,0.35294147287554656,0.457035102537267,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,5,6,non_sdc,5540,375,5540,0,0.0,0.8493373773244632,0.8566906750202179,0.034076211928556206,0.8297157356090713,0.874029214538279,0.8466430491070148,0.8519236899352859,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,5,6,non_significant_sdc,1723,315,1723,0,0.0,0.8430579232961251,0.8524584003857204,0.041337272870119735,0.8236715582509835,0.8680584116985923,0.8393349047618879,0.8465726497737275,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,5,6,significant_sdc,224,117,179,45,0.2008928571428571,0.2056725710594215,0.053173971457444895,0.38185500446012893,0.0432491441095742,0.4427506482722808,0.11286973442557907,0.29423057424766624,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,6,7,non_sdc,5540,375,5540,0,0.0,0.7594249386033873,0.7659574121236801,0.06485200597023935,0.7201211198612496,0.8103371637535619,0.7548623344139016,0.764006945056942,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,6,7,non_significant_sdc,1723,315,1723,0,0.0,0.7458299978222873,0.7499825870990753,0.06919545376224817,0.7060106641612947,0.789404422044754,0.7392570424481227,0.752193892514148,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,6,7,significant_sdc,224,118,178,46,0.2053571428571429,0.3426372165441625,0.2969667342852573,0.21514720827665054,0.2728125051196132,0.3235819704678594,0.2918776383395936,0.3943615968580764,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,7,8,non_sdc,5540,375,5540,0,0.0,0.8166376401190465,0.825601998430032,0.0514325355032226,0.7942923055245326,0.8526530177891255,0.8124211134352726,0.8206941951929394,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,7,8,non_significant_sdc,1723,315,1723,0,0.0,0.8100359405014455,0.8190165442578933,0.05527797622089424,0.7841469231744607,0.8481402179037316,0.8044713690920559,0.81527512297942,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,7,8,significant_sdc,224,116,176,48,0.2142857142857143,0.17796816817517097,-0.015013663516360886,0.32117999672168634,-0.027915991614667734,0.3115457881362412,0.09924240420087238,0.25358648418851487,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,8,9,non_sdc,5540,375,5540,0,0.0,0.8759617806514445,0.8817295048918042,0.03249366369992229,0.8597931905704386,0.8975793149541407,0.8732973341330585,0.8785633035587233,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,8,9,non_significant_sdc,1723,315,1723,0,0.0,0.8712020194978615,0.87568732102712,0.03628762329469405,0.8570832500332279,0.8927187696099281,0.8677348161378402,0.8745133132758662,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,8,9,significant_sdc,224,113,170,54,0.2410714285714286,0.3291641456389832,0.08697194467317693,0.32439187276866804,0.0677853028327987,0.6660540183940072,0.251194513100321,0.40468816458190715,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,9,10,non_sdc,5540,375,5540,0,0.0,0.8589018518480779,0.8654147585233053,0.03181213016665391,0.8444311569134394,0.8804606672908579,0.8562310318673664,0.8613820662179136,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,9,10,non_significant_sdc,1723,315,1723,0,0.0,0.8536129175864736,0.8593443891276484,0.036410606458738684,0.8381950661888888,0.8766145990008399,0.8500702778371051,0.8569280315133816,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,9,10,significant_sdc,224,113,167,57,0.2544642857142857,0.2891817989443641,0.1274827983306379,0.3237461850663279,0.09253556990273754,0.6993979946301695,0.20623277335322326,0.369957834975757,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,10,11,non_sdc,5540,375,5540,0,0.0,0.836712328187847,0.8426327109336853,0.046132575805058106,0.8151544635617077,0.8695671941552844,0.833083483683788,0.8402514982365512,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,10,11,non_significant_sdc,1723,315,1723,0,0.0,0.8304500346013686,0.8359249035517374,0.047758938760354475,0.8090482878684998,0.8600281836478028,0.8257995263609438,0.8348981138304853,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,10,11,significant_sdc,224,111,166,58,0.2589285714285714,0.27135751888875986,0.11032684020013833,0.30326949162531164,0.09047027097596806,0.6620937288787805,0.19414574489356146,0.3490250185063659,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,11,12,non_sdc,5540,375,5540,0,0.0,0.8736445488116473,0.8797395137841242,0.03461649187179763,0.8608373274867502,0.8948755072695869,0.8707091761985691,0.876439871558938,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,11,12,non_significant_sdc,1723,315,1723,0,0.0,0.8688613412894323,0.8744933832259405,0.036728404172647604,0.8539364586993692,0.8913574118559857,0.8651326227485735,0.8723712046341651,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,11,12,significant_sdc,224,112,166,58,0.2589285714285714,0.2843289512629964,0.20678374163654387,0.35943464879313997,0.18316596592966541,0.6721382227165309,0.1953169344852903,0.36872218986743593,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,12,13,non_sdc,5540,375,5540,0,0.0,0.867207961595085,0.8721703059143491,0.03394802959717634,0.8544550410712274,0.8885035127401352,0.8641146658722928,0.8701225706375668,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,12,13,non_significant_sdc,1723,315,1723,0,0.0,0.8646080236430052,0.8696190030486496,0.03583327311064024,0.8517379570698392,0.886932307168057,0.8610221027216798,0.8680314822638782,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,12,13,significant_sdc,224,107,160,64,0.2857142857142857,0.35315050709325535,0.17068709102364218,0.2986515485586245,0.15615998723601202,0.7356252462144882,0.2733177768719333,0.4310529339138744,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,13,14,non_sdc,5540,375,5540,0,0.0,0.8704341828889376,0.8755681344441005,0.02891401138208155,0.8597910469397902,0.8889331516623498,0.8678082297910084,0.8728531205258797,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,13,14,non_significant_sdc,1723,315,1723,0,0.0,0.8692221923314253,0.8752118282847934,0.03293122870039265,0.857977132862195,0.8885453540267366,0.8658969740237116,0.8722267990356003,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,13,14,significant_sdc,224,107,161,63,0.28125,0.26204803215277384,0.2552093125271554,0.4402039635856585,0.19075431267977977,0.7478925232534055,0.1596631238708557,0.36053373149175394,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,14,15,non_sdc,5540,375,5540,0,0.0,0.867221895931455,0.870771935681248,0.02896891017724538,0.8498522263986094,0.8869965283767037,0.865028227017075,0.8693390208603748,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,14,15,non_significant_sdc,1723,315,1723,0,0.0,0.862429624972579,0.8649264921744665,0.0349339750079366,0.8467060120387392,0.8821979479831562,0.859315245120486,0.8654643718742989,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,14,15,significant_sdc,224,106,160,64,0.2857142857142857,0.38440943707393316,0.3106778034446191,0.28923738741742405,0.15906961391946034,0.750628032537985,0.30956726992300265,0.4565002649185493,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,15,16,non_sdc,5540,375,5540,0,0.0,0.8520443440131009,0.8561162747442722,0.03104557766042835,0.8360425755381584,0.8740109653000669,0.8494531837903073,0.8546112315301463,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,15,16,non_significant_sdc,1723,315,1723,0,0.0,0.8508034263408275,0.8546084976196289,0.0325092704177188,0.8369157612323761,0.87188490412452,0.8474504985394182,0.8539388283051322,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,15,16,significant_sdc,224,107,160,64,0.2857142857142857,0.30684718867922844,0.2691807258798151,0.37736659616433116,0.03544600920428579,0.7619982964935758,0.216588569790173,0.392660739504354,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,16,17,non_sdc,5540,375,5540,0,0.0,0.8230805448146022,0.8255185037851334,0.04467106861484345,0.794196922382618,0.8523693099325779,0.8197005188816299,0.8263592108002099,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,16,17,non_significant_sdc,1723,315,1723,0,0.0,0.8200269060151089,0.8244160335996876,0.04445935125893303,0.7964499914559765,0.8485032612723964,0.8154917879084101,0.8243621591340056,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,16,17,significant_sdc,224,102,154,70,0.3125,0.22965045980818052,0.20550469004986238,0.4141432704274965,-0.17227418454630034,0.7264967675877627,0.130211723969867,0.32643615257451153,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,17,18,non_sdc,5540,375,5540,0,0.0,0.8302554784055888,0.8326331807507409,0.04179545907620349,0.8063885545866056,0.8595782078993626,0.8269454085561656,0.8335193914768498,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,17,18,non_significant_sdc,1723,315,1723,0,0.0,0.8247947317684154,0.8287565767765045,0.04461309743405127,0.8015145542608066,0.8536580209744805,0.8203533158633435,0.8291993745308417,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,17,18,significant_sdc,224,99,150,74,0.3303571428571429,0.4407877724108034,0.3636094467068205,0.2199692544701017,0.30512707294630154,0.7015354406952675,0.3839414583617634,0.4947505035621881,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,18,19,non_sdc,5540,375,5540,0,0.0,0.8895619963439685,0.8930976785945169,0.026280054296207438,0.8778380930423736,0.9075556627728723,0.8873249641429454,0.8916445665308177,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,18,19,non_significant_sdc,1723,315,1723,0,0.0,0.8876225749043112,0.8915552454335349,0.0273838367867952,0.876061792174975,0.9055207507477866,0.8848212988614408,0.8902700923860382,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,18,19,significant_sdc,224,102,151,73,0.3258928571428571,0.6246455045827872,0.6858114040627772,0.2083140515357519,0.47847777878751563,0.8128335121132079,0.5772200582367815,0.6675363742108468,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,19,20,non_sdc,5540,375,5540,0,0.0,0.8386016646204838,0.8454789243638515,0.040290071120063095,0.8173308772966266,0.8670577213168144,0.8352264181480409,0.8418945057205833,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,19,20,non_significant_sdc,1723,315,1723,0,0.0,0.8378748181330308,0.8438026659628924,0.039856476146357206,0.8168703603247801,0.8662583016686969,0.833532013912968,0.8420920563938549,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,19,20,significant_sdc,224,95,143,81,0.3616071428571429,0.45258878314183687,0.6806510893666015,0.3408074395310943,0.08301071343677385,0.7565205537660723,0.37280097074586216,0.5247312904952994,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,20,21,non_sdc,5540,375,5540,0,0.0,0.8714757451323538,0.875517874956131,0.03168113163515774,0.8548757691557208,0.8936109130199139,0.8686995084083418,0.8741870565456131,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,20,21,non_significant_sdc,1723,315,1723,0,0.0,0.870110817340956,0.8735231533646584,0.031859464615332456,0.8535349289854091,0.8926930422584216,0.8666144874237552,0.8734515316705035,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,20,21,significant_sdc,224,93,139,85,0.3794642857142857,0.6989929978055145,0.694277180700886,0.1507241286987915,0.6627431232102063,0.8294997144004573,0.6632729799317599,0.7302472894962029,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,21,22,non_sdc,5540,375,5540,0,0.0,0.85239899221429,0.8568557761265682,0.03890764411110497,0.834655904450139,0.8785677508761485,0.8488517765976524,0.855672071930652,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,21,22,non_significant_sdc,1723,315,1723,0,0.0,0.8499076176509575,0.8560971595622875,0.03967837646245532,0.8349057339966811,0.8728737650370156,0.8455084863022101,0.8538752568687901,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,21,22,significant_sdc,224,90,137,87,0.3883928571428571,0.2848735609659309,0.16374749827141666,0.3601873792101849,-0.02619373319404466,0.7721281548341116,0.18201702079290613,0.38218873656332136,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,22,23,non_sdc,5540,375,5540,0,0.0,0.8984453891008763,0.9020663648843765,0.02192452370819201,0.889486435731804,0.9121267501796995,0.8965334344231494,0.9002609153577461,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,22,23,non_significant_sdc,1723,315,1723,0,0.0,0.8969388200833691,0.9013801586060297,0.02379044661089087,0.889709138490937,0.9105351120233536,0.8944151489325538,0.8992718478958512,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,22,23,significant_sdc,224,87,133,91,0.40625,0.649748965545964,0.5749360991983997,0.17633290666880233,0.5658479685686073,0.8675080786148707,0.6000527016052829,0.6949623967910968,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,23,24,non_sdc,5540,375,5540,0,0.0,0.8801284687644187,0.885701698064804,0.0316174999136164,0.8664851250156523,0.9010474464263428,0.8772574847368428,0.8828507546308737,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,23,24,non_significant_sdc,1723,315,1723,0,0.0,0.8792588627303944,0.8843064932596116,0.03199368999417045,0.864443919488362,0.9000301065899077,0.8756521477405222,0.8825970179742829,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,23,24,significant_sdc,224,86,131,93,0.4151785714285714,0.5698868218943297,0.46531069339538106,0.22357648446267048,0.4374328544553445,0.8156400596102078,0.5094842951704684,0.6264890066696602,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,24,25,non_sdc,5540,375,5540,0,0.0,0.905349738663995,0.9090950657964236,0.0260202324394893,0.8933519007777979,0.9245690221969898,0.9031698040419597,0.9074846341606745,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,24,25,non_significant_sdc,1723,315,1723,0,0.0,0.9045293462533524,0.909252201517423,0.02794021191135821,0.8936232224891061,0.9219285440795562,0.9018230004704834,0.9071033400935518,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,24,25,significant_sdc,224,84,128,96,0.4285714285714286,0.7316028150801581,0.720890934370002,0.16866826008845245,0.7125807091289637,0.8616478436936935,0.691645401717481,0.7668282483529779,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,25,26,non_sdc,5540,375,5540,0,0.0,0.9452395969573637,0.9485964312737167,0.016463350238775324,0.937596785219816,0.9568624502349748,0.9438523872971293,0.9465909621302553,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,25,26,non_significant_sdc,1723,315,1723,0,0.0,0.9449518824929269,0.9481256777240384,0.01798190666131052,0.9387824013829231,0.9551018532635509,0.9432585013751482,0.9465583272460957,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,25,26,significant_sdc,224,85,127,97,0.4330357142857143,0.7064941777906625,0.6820309989306391,0.2324916887629684,0.648576161435032,0.9333782027597013,0.6448033366748036,0.7600620031233946,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,26,27,non_sdc,5540,375,5540,0,0.0,0.986995917927315,0.9880514609748903,0.0052921924241734145,0.9850135517740681,0.990395007081903,0.9865646784321601,0.9874199777914359,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,26,27,non_significant_sdc,1723,315,1723,0,0.0,0.9859352405405629,0.9876836156845092,0.009214307512736305,0.9842069286202628,0.9898523425354677,0.985110298278139,0.9866607058205075,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,cos_sim,26,27,significant_sdc,224,83,123,101,0.4508928571428571,0.737939751042295,0.6841298390407952,0.2378593122448502,0.6787296247725584,0.979954879892909,0.674259572576595,0.7920938959134919,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,0,1,non_sdc,5540,375,5540,0,0.0,0.011038148513739576,0.011021006021606312,0.002044431751027047,0.00963042174199862,0.01235369576170342,0.010876106251791633,0.01120264392802257,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,0,1,non_significant_sdc,1723,315,1723,0,0.0,0.010940830619098636,0.010861545629070504,0.001978864035990114,0.009582424341478263,0.012196879619732499,0.010740601629083933,0.01113126580749366,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,0,1,significant_sdc,224,122,184,40,0.1785714285714286,3.515484102779987e+28,0.008524685805278584,3.323812515078873e+29,0.007833960406691293,0.01098616420230206,747066930.1306733,1.1082042933119976e+29,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,1,2,non_sdc,5540,375,5540,0,0.0,0.009005338102170747,0.008626068166584327,0.0024441671552126332,0.0072517879503404565,0.010400777986929328,0.008823818471178692,0.009192629698774676,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,1,2,non_significant_sdc,1723,315,1723,0,0.0,0.008921868857992437,0.008612276688735519,0.0022663391272680646,0.007298284030714067,0.01014984121792676,0.008699921809804282,0.009151033032967949,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,1,2,significant_sdc,224,121,181,43,0.1919642857142857,8.453476981463982e+27,0.008999943220037587,1.1372990119920796e+29,0.007745855483032453,0.0110060762275349,0.009761738256899822,2.7486455095418816e+28,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,2,3,non_sdc,5540,375,5540,0,0.0,0.010927213172146228,0.010764893393830528,0.0026362250516763688,0.008987086249844116,0.012654724768997932,0.01073902556185302,0.01111591448615139,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,2,3,non_significant_sdc,1723,315,1723,0,0.0,0.01122425080339512,0.011152292045557665,0.00255674585447629,0.009385641689852372,0.01288082407883867,0.01098568883422057,0.011462533551129275,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,2,3,significant_sdc,224,121,183,41,0.1830357142857143,6.857546851938458e+28,0.012709374824652866,6.980757411933682e+29,0.011426209072981561,0.014545423520386827,0.013171255753397898,1.893144086636554e+29,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,3,4,non_sdc,5540,375,5540,0,0.0,0.011975688914698216,0.011442532087115938,0.0031770884460093924,0.009729684593989268,0.013866383806549034,0.011726659245305006,0.012236515557972944,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,3,4,non_significant_sdc,1723,315,1723,0,0.0,0.012185258434637965,0.011688747158687975,0.0036043296994509224,0.00999717199716322,0.013849477095347885,0.011828598456328547,0.01255231245947032,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,3,4,significant_sdc,224,119,179,45,0.2008928571428571,1.6417635358994174e+29,0.05578278788194364,1.674112625548859e+30,0.02078208657632813,0.05748380592320951,8.823329018205552e+27,4.486533565844276e+29,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,4,5,non_sdc,5540,375,5540,0,0.0,0.01162734297363726,0.011320985796185203,0.0026608521062589513,0.009755969760590233,0.013221812308765948,0.01142745586093917,0.011827430730051427,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,4,5,non_significant_sdc,1723,315,1723,0,0.0,0.011658737303755124,0.011219100405772528,0.0036838488587099556,0.009679629146786672,0.013117612785814952,0.011350323952051088,0.011974134919555133,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,4,5,significant_sdc,224,116,175,49,0.21875,2.2506261243459852e+29,0.009875075304475815,2.9420442805775734e+30,0.006484700024736171,0.014005492232283768,0.011983397366012578,7.326556435234012e+29,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,5,6,non_sdc,5540,375,5540,0,0.0,0.013420259351403162,0.013209603612731192,0.00272066650740621,0.011718309691953442,0.015054315020547333,0.013220701349075078,0.013623155646969797,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,5,6,non_significant_sdc,1723,315,1723,0,0.0,0.013732830876946215,0.013558708405231728,0.0047566387626005605,0.011916079855013993,0.015225968977791212,0.013408478893943485,0.01409593286717086,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,5,6,significant_sdc,224,117,179,45,0.2008928571428571,1.9279611532810322e+29,0.044037589808089694,1.873353290553033e+30,0.017581617137838797,0.049146993266304534,0.03413160365072077,5.151048773484644e+29,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,6,7,non_sdc,5540,375,5540,0,0.0,0.013711093570977695,0.013345720931523062,0.003276057870516749,0.011327528524109058,0.015595516030370564,0.013487520876650906,0.013950373446345588,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,6,7,non_significant_sdc,1723,315,1723,0,0.0,0.013977569779633334,0.013717069782109724,0.0033170693570342075,0.011757298721036372,0.015634228211517137,0.013658795410199258,0.014306605343124166,adequate
qwen25_vl_earthvqa,Qwen2.5-VL-7B,EarthVQA,abs_mean_diff,6,7,significant_sdc,224,118,178,46,0.2053571428571429,2.2840923379345308e+27,0.01611576808084335,3.047359266416743e+28,0.014120377591283689,0.01802386815378542,0.01647752271139315,7.392153384588119e+27,adequate
