metric,src_layer,tgt_layer,sdc_group,task_count,macro_mean_value,task_std_value
abs_mean_diff,16,17,significant_sdc,9,1.6664189886814568e+29,3.386654499850576e+29
abs_mean_diff,17,18,non_sdc,9,0.025880662355306616,0.009927971646888667
abs_mean_diff,17,18,non_significant_sdc,9,0.026227512719920403,0.009501177234371876
abs_mean_diff,17,18,significant_sdc,9,2.4012060839874305e+29,2.752913425953534e+29
abs_mean_diff,18,19,non_sdc,9,0.030754741560012486,0.014889179724956948
abs_mean_diff,18,19,non_significant_sdc,9,0.0305079711169788,0.014564364507390315
abs_mean_diff,18,19,significant_sdc,9,4.884691881563541e+29,1.1202614624017806e+30
abs_mean_diff,19,20,non_sdc,9,0.03183374877183291,0.015540440671360593
abs_mean_diff,19,20,non_significant_sdc,9,0.031924421368534094,0.01462120951356864
abs_mean_diff,19,20,significant_sdc,9,1.6509279025943216e+29,3.7484589172576864e+29
abs_mean_diff,20,21,non_sdc,9,0.03803876945674314,0.016854629806801857
abs_mean_diff,20,21,non_significant_sdc,9,0.037464561877519245,0.016735803329417594
abs_mean_diff,20,21,significant_sdc,9,1.465241139014573e+30,4.309389527340645e+30
abs_mean_diff,21,22,non_sdc,9,0.040141245704474304,0.022068313943469423
abs_mean_diff,21,22,non_significant_sdc,9,0.03903468755110867,0.02084842669190713
abs_mean_diff,21,22,significant_sdc,9,2.9088178061799095e+29,4.79811755578688e+29
abs_mean_diff,22,23,non_sdc,9,0.043118364579669555,0.018616901022583832
abs_mean_diff,22,23,non_significant_sdc,9,0.04476879450712353,0.01628411929610019
abs_mean_diff,22,23,significant_sdc,9,2.4572092823703993e+29,3.694886914063439e+29
abs_mean_diff,23,24,non_sdc,9,0.04373614821815791,0.022472646542132158
abs_mean_diff,23,24,non_significant_sdc,9,0.044846618282207,0.021597342485161413
abs_mean_diff,23,24,significant_sdc,9,1.7168895540559884e+30,3.2900127208976394e+30
abs_mean_diff,24,25,non_sdc,9,0.04940910331252541,0.029928288534432138
abs_mean_diff,24,25,non_significant_sdc,9,0.050201307939663896,0.02950599556571499
abs_mean_diff,24,25,significant_sdc,9,1.0846579178624132e+28,2.2620973482740147e+28
abs_mean_diff,25,26,non_sdc,9,0.05847563741201925,0.03544061223484731
abs_mean_diff,25,26,non_significant_sdc,9,0.058508577942239105,0.03487150834787042
abs_mean_diff,25,26,significant_sdc,9,1.3268400548287945e+30,3.560928753238506e+30
abs_mean_diff,26,27,non_sdc,9,0.08112023837212927,0.05297325820905521
abs_mean_diff,26,27,non_significant_sdc,9,0.08110027428369916,0.05324569502592613
abs_mean_diff,26,27,significant_sdc,9,1.1153699197669298e+29,3.1175597086735322e+29
abs_mean_diff,27,28,non_sdc,3,0.015890942523888323,0.005697454474084728
abs_mean_diff,27,28,non_significant_sdc,3,0.017221496612727174,0.006085258311861229
abs_mean_diff,27,28,significant_sdc,3,0.031725000219511613,0.008854513965582797
abs_mean_diff,28,29,non_sdc,3,0.01735743351937995,0.005171742747845778
abs_mean_diff,28,29,non_significant_sdc,3,0.020847364639586485,0.004946078686052758
abs_mean_diff,28,29,significant_sdc,3,0.03621234729683163,0.012449178651736451
abs_mean_diff,29,30,non_sdc,3,0.01941479088277443,0.005520053088754853
abs_mean_diff,29,30,non_significant_sdc,3,0.020100934646560212,0.0027705838139569913
abs_mean_diff,29,30,significant_sdc,3,0.03623443461146245,0.00728140999003797
abs_mean_diff,30,31,non_sdc,3,0.016927966882695433,0.0035067893849652534
abs_mean_diff,30,31,non_significant_sdc,3,0.028316559054162905,0.004790616626174337
abs_mean_diff,30,31,significant_sdc,3,0.05422373102724785,0.014567711839709603
abs_std_diff,0,1,non_sdc,9,0.05307908615801322,0.01888698461365963
abs_std_diff,0,1,non_significant_sdc,9,0.05311124133896008,0.018395994068354057
abs_std_diff,0,1,significant_sdc,9,1.1669101466790151e+31,3.0529311861950983e+31
abs_std_diff,1,2,non_sdc,9,0.02627169528815788,0.002862436079850461
abs_std_diff,1,2,non_significant_sdc,9,0.025693695357542137,0.003932193380871683
abs_std_diff,1,2,significant_sdc,9,1.8863376848285337e+29,2.935704123239048e+29
abs_std_diff,2,3,non_sdc,9,0.026286411626068314,0.005217443526133238
abs_std_diff,2,3,non_significant_sdc,9,0.025700112884594145,0.003865315009358611
abs_std_diff,2,3,significant_sdc,9,7.93954049300887e+29,1.3756900481463766e+30
