job,model,dataset,metric,src_layer,tgt_layer,sdc_group,rows,finite_rows,non_finite_rows,non_finite_rate
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,4,5,significant_sdc,258,188,70,0.2713178294573644
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,5,6,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,5,6,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,5,6,significant_sdc,258,184,74,0.28682170542635654
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,6,7,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,6,7,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,6,7,significant_sdc,258,185,73,0.2829457364341085
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,7,8,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,7,8,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,7,8,significant_sdc,258,182,76,0.2945736434108527
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,8,9,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,8,9,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,8,9,significant_sdc,258,181,77,0.29844961240310075
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,9,10,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,9,10,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,9,10,significant_sdc,258,181,77,0.29844961240310075
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,10,11,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,10,11,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,10,11,significant_sdc,258,173,85,0.3294573643410853
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,11,12,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,11,12,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,11,12,significant_sdc,258,171,87,0.33720930232558144
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,12,13,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,12,13,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,12,13,significant_sdc,258,165,93,0.36046511627906974
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,13,14,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,13,14,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,13,14,significant_sdc,258,162,96,0.37209302325581395
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,14,15,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,14,15,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,14,15,significant_sdc,258,160,98,0.3798449612403101
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,15,16,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,15,16,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,15,16,significant_sdc,258,148,110,0.4263565891472868
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,16,17,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,16,17,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,16,17,significant_sdc,258,149,109,0.42248062015503873
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,17,18,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,17,18,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,17,18,significant_sdc,258,142,116,0.4496124031007752
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,18,19,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,18,19,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,18,19,significant_sdc,258,143,115,0.44573643410852715
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,19,20,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,19,20,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,19,20,significant_sdc,258,136,122,0.4728682170542635
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,20,21,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,20,21,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,20,21,significant_sdc,258,134,124,0.48062015503875966
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,21,22,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,21,22,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,21,22,significant_sdc,258,126,132,0.5116279069767442
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,22,23,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,22,23,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,22,23,significant_sdc,258,127,131,0.5077519379844961
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,23,24,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,23,24,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,23,24,significant_sdc,258,125,133,0.5155038759689923
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,24,25,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,24,25,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,24,25,significant_sdc,258,122,136,0.5271317829457365
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,25,26,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,25,26,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,25,26,significant_sdc,258,119,139,0.5387596899224807
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,26,27,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,26,27,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,cos_sim,26,27,significant_sdc,258,115,143,0.5542635658914729
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,0,1,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,0,1,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,0,1,significant_sdc,258,199,59,0.22868217054263562
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,1,2,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,1,2,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,1,2,significant_sdc,258,197,61,0.23643410852713176
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,2,3,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,2,3,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,2,3,significant_sdc,258,196,62,0.24031007751937983
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,3,4,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,3,4,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,3,4,significant_sdc,258,192,66,0.2558139534883721
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,4,5,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,4,5,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,4,5,significant_sdc,258,188,70,0.2713178294573644
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,5,6,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,5,6,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,5,6,significant_sdc,258,184,74,0.28682170542635654
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,6,7,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,6,7,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,6,7,significant_sdc,258,185,73,0.2829457364341085
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,7,8,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,7,8,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,7,8,significant_sdc,258,182,76,0.2945736434108527
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,8,9,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,8,9,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,8,9,significant_sdc,258,181,77,0.29844961240310075
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,9,10,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,9,10,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,9,10,significant_sdc,258,181,77,0.29844961240310075
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,10,11,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,10,11,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,10,11,significant_sdc,258,173,85,0.3294573643410853
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,11,12,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,11,12,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,11,12,significant_sdc,258,171,87,0.33720930232558144
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,12,13,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,12,13,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,12,13,significant_sdc,258,165,93,0.36046511627906974
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,13,14,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,13,14,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,13,14,significant_sdc,258,162,96,0.37209302325581395
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,14,15,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,14,15,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,14,15,significant_sdc,258,160,98,0.3798449612403101
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,15,16,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,15,16,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,15,16,significant_sdc,258,148,110,0.4263565891472868
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,16,17,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,16,17,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,16,17,significant_sdc,258,149,109,0.42248062015503873
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,17,18,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,17,18,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,17,18,significant_sdc,258,142,116,0.4496124031007752
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,18,19,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,18,19,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,18,19,significant_sdc,258,143,115,0.44573643410852715
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,19,20,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,19,20,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,19,20,significant_sdc,258,136,122,0.4728682170542635
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,20,21,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,20,21,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,20,21,significant_sdc,258,134,124,0.48062015503875966
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,21,22,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,21,22,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,21,22,significant_sdc,258,126,132,0.5116279069767442
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,22,23,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,22,23,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,22,23,significant_sdc,258,127,131,0.5077519379844961
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,23,24,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,23,24,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,23,24,significant_sdc,258,125,133,0.5155038759689923
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,24,25,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,24,25,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,24,25,significant_sdc,258,122,136,0.5271317829457365
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,25,26,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,25,26,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,25,26,significant_sdc,258,119,139,0.5387596899224807
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,26,27,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,26,27,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_mean_diff,26,27,significant_sdc,258,115,143,0.5542635658914729
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,0,1,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,0,1,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,0,1,significant_sdc,258,199,59,0.22868217054263562
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,1,2,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,1,2,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,1,2,significant_sdc,258,197,61,0.23643410852713176
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,2,3,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,2,3,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,2,3,significant_sdc,258,196,62,0.24031007751937983
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,3,4,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,3,4,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,3,4,significant_sdc,258,192,66,0.2558139534883721
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,4,5,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,4,5,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,4,5,significant_sdc,258,188,70,0.2713178294573644
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,5,6,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,5,6,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,5,6,significant_sdc,258,184,74,0.28682170542635654
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,6,7,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,6,7,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,6,7,significant_sdc,258,185,73,0.2829457364341085
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,7,8,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,7,8,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,7,8,significant_sdc,258,182,76,0.2945736434108527
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,8,9,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,8,9,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,8,9,significant_sdc,258,181,77,0.29844961240310075
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,9,10,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,9,10,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,9,10,significant_sdc,258,181,77,0.29844961240310075
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,10,11,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,10,11,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,10,11,significant_sdc,258,173,85,0.3294573643410853
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,11,12,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,11,12,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,11,12,significant_sdc,258,171,87,0.33720930232558144
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,12,13,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,12,13,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,12,13,significant_sdc,258,165,93,0.36046511627906974
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,13,14,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,13,14,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,13,14,significant_sdc,258,162,96,0.37209302325581395
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,14,15,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,14,15,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,14,15,significant_sdc,258,160,98,0.3798449612403101
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,15,16,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,15,16,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,15,16,significant_sdc,258,148,110,0.4263565891472868
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,16,17,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,16,17,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,16,17,significant_sdc,258,149,109,0.42248062015503873
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,17,18,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,17,18,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,17,18,significant_sdc,258,142,116,0.4496124031007752
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,18,19,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,18,19,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,18,19,significant_sdc,258,143,115,0.44573643410852715
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,19,20,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,19,20,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,19,20,significant_sdc,258,136,122,0.4728682170542635
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,20,21,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,20,21,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,20,21,significant_sdc,258,134,124,0.48062015503875966
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,21,22,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,21,22,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,21,22,significant_sdc,258,126,132,0.5116279069767442
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,22,23,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,abs_std_diff,22,23,non_significant_sdc,911,911,0,0.0
