job,model,dataset,profile,k,feature_count,cohort,selection_threshold,calibration_precision,calibration_recall,calibration_f1,calibration_fpr,best_iteration,model_train_rows,early_stopping_rows,threshold_calibration_rows,selection_validation_rows,support,pred_total,tp,fp,fn,tn,precision,recall,false_positive_rate,f1
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,1,48,canonical_finite,0.9342374801635742,1.0,0.910828025477707,0.9533333333333334,0.0,503,22745,4067,5830,5786,141,124,101,23,40,5622,0.8145161290322581,0.7163120567375887,0.004074402125775022,0.7622641509433963
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,1,48,full,0.9342374801635742,1.0,0.910828025477707,0.9533333333333334,0.0,503,22745,4067,5830,5824,179,162,139,23,40,5622,0.8580246913580247,0.776536312849162,0.004074402125775022,0.8152492668621701
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,2,48,canonical_finite,0.5045711994171143,0.9662162162162162,0.910828025477707,0.9377049180327869,0.0008813678829543451,0,22745,4067,5830,5786,141,168,102,66,39,5579,0.6071428571428571,0.723404255319149,0.011691762621789194,0.6601941747572816
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,2,48,full,0.5045711994171143,0.9662162162162162,0.910828025477707,0.9377049180327869,0.0008813678829543451,0,22745,4067,5830,5824,179,206,140,66,39,5579,0.6796116504854369,0.7821229050279329,0.011691762621789194,0.7272727272727273
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,4,48,canonical_finite,0.8533949851989746,1.0,0.9171974522292994,0.9568106312292359,0.0,585,22745,4067,5830,5786,141,106,105,1,36,5644,0.9905660377358491,0.7446808510638298,0.0001771479185119575,0.8502024291497976
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,4,48,full,0.8533949851989746,1.0,0.9171974522292994,0.9568106312292359,0.0,585,22745,4067,5830,5824,179,144,143,1,36,5644,0.9930555555555556,0.7988826815642458,0.0001771479185119575,0.8854489164086687
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,8,48,canonical_finite,0.6452723741531372,1.0,0.9171974522292994,0.9568106312292359,0.0,78,22745,4067,5830,5786,141,109,105,4,36,5641,0.963302752293578,0.7446808510638298,0.00070859167404783,0.84
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,8,48,full,0.6452723741531372,1.0,0.9171974522292994,0.9568106312292359,0.0,78,22745,4067,5830,5824,179,147,143,4,36,5641,0.9727891156462585,0.7988826815642458,0.00070859167404783,0.8773006134969326
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,12,48,canonical_finite,0.6482378840446472,1.0,0.9171974522292994,0.9568106312292359,0.0,599,22745,4067,5830,5786,141,106,104,2,37,5643,0.9811320754716981,0.7375886524822695,0.000354295837023915,0.8421052631578947
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,12,48,full,0.6482378840446472,1.0,0.9171974522292994,0.9568106312292359,0.0,599,22745,4067,5830,5824,179,144,142,2,37,5643,0.9861111111111112,0.7932960893854749,0.000354295837023915,0.8792569659442725
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,16,48,canonical_finite,0.5760319232940674,1.0,0.9171974522292994,0.9568106312292359,0.0,57,22745,4067,5830,5786,141,107,105,2,36,5643,0.9813084112149533,0.7446808510638298,0.000354295837023915,0.8467741935483871
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,16,48,full,0.5760319232940674,1.0,0.9171974522292994,0.9568106312292359,0.0,57,22745,4067,5830,5824,179,145,143,2,36,5643,0.9862068965517241,0.7988826815642458,0.000354295837023915,0.8827160493827161
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,20,48,canonical_finite,0.6579192876815796,1.0,0.9171974522292994,0.9568106312292359,0.0,218,22745,4067,5830,5786,141,137,104,33,37,5612,0.7591240875912408,0.7375886524822695,0.005845881310894597,0.7482014388489209
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,20,48,full,0.6579192876815796,1.0,0.9171974522292994,0.9568106312292359,0.0,218,22745,4067,5830,5824,179,175,142,33,37,5612,0.8114285714285714,0.7932960893854749,0.005845881310894597,0.8022598870056498
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,24,48,canonical_finite,0.5060320496559143,1.0,0.9171974522292994,0.9568106312292359,0.0,4,22745,4067,5830,5786,141,106,104,2,37,5643,0.9811320754716981,0.7375886524822695,0.000354295837023915,0.8421052631578947
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,24,48,full,0.5060320496559143,1.0,0.9171974522292994,0.9568106312292359,0.0,4,22745,4067,5830,5824,179,144,142,2,37,5643,0.9861111111111112,0.7932960893854749,0.000354295837023915,0.8792569659442725
qwen25_vl_lingoqa,qwen25_vl,lingoqa,48D,28,48,canonical_finite,0.5053187012672424,0.9931506849315068,0.9235668789808917,0.9570957095709571,0.00017627357659086903,4,22745,4067,5830,5786,141,138,106,32,35,5613,0.7681159420289855,0.75177304964539,0.00566873339238264,0.7598566308243727
