model,vanilla_latency_mean_ms,sieve_latency_mean_ms,end_to_end_overhead_percent,overhead_ci95_low_percent,overhead_ci95_high_percent,throughput_change_percent,detection_ready_mean_ms,detection_ready_p95_ms,detection_after_prefill_mean_ms,detection_after_prefill_p95_ms,extra_peak_allocated_mb,steps_processed
Qwen2.5-VL-7B,764.4404571186751,813.6687164744362,6.439776819415344,6.3023447644230925,6.574809560229264,-6.050160017096795,813.6088711563498,1025.536997965537,561.8613874893636,772.2188893472776,1.4375,"{""10"": 40, ""11"": 20, ""12"": 80, ""13"": 40, ""14"": 20, ""17"": 80, ""19"": 100, ""21"": 20, ""26"": 20, ""6"": 20, ""8"": 60}"
InternVL3-8B,984.3449369026348,1048.6640865206718,6.534208406701958,6.465387893342648,6.601044075086697,-6.133436859789832,1029.5322676720098,1301.8341499380767,702.3408216359094,974.5772704482079,1.4375,"{""10"": 40, ""12"": 20, ""13"": 40, ""16"": 20, ""17"": 40, ""18"": 60, ""19"": 40, ""20"": 20, ""22"": 40, ""24"": 20, ""26"": 100, ""28"": 60}"
LLaVA-1.5-7B,363.8404179867357,389.2196381287649,6.975371313187773,6.719780513719535,7.226045324035909,-6.520539473301978,389.13373539038,698.3993866015226,259.1889080442488,565.3184768976644,2.54296875,"{""1"": 100, ""10"": 40, ""11"": 20, ""13"": 80, ""2"": 200, ""5"": 20, ""8"": 20, ""9"": 20}"
