model,vanilla_latency_mean_ms,sieve_latency_mean_ms,end_to_end_overhead_percent,overhead_ci95_low_percent,overhead_ci95_high_percent,throughput_change_percent,detection_ready_mean_ms,detection_ready_p95_ms,detection_after_prefill_mean_ms,detection_after_prefill_p95_ms,extra_peak_allocated_mb,steps_processed
Qwen2.5-VL-7B,785.0300408783369,836.6646206611767,6.5774017673346785,6.331997450069816,6.8250834842529,-6.171478810952391,836.5959937311709,1063.4022906655446,568.3135039219633,795.9487210959196,1.4375,"{""10"": 16, ""11"": 8, ""12"": 44, ""13"": 8, ""14"": 16, ""17"": 20, ""19"": 40, ""21"": 8, ""26"": 8, ""6"": 8, ""8"": 24}"
InternVL3-8B,982.0284337131307,1048.7362531293184,6.792860280425894,6.6651298701764645,6.914932734818471,-6.360781294356766,1029.0177101898007,1347.9246229631826,702.2407600888982,1020.7047586329281,1.4375,"{""10"": 8, ""12"": 28, ""13"": 16, ""16"": 8, ""17"": 16, ""18"": 20, ""19"": 16, ""20"": 8, ""22"": 16, ""24"": 8, ""26"": 32, ""28"": 24}"
LLaVA-1.5-7B,357.14795457199216,384.9986096145585,7.798072111582632,7.22843540065652,8.314541715919258,-7.23396249935786,384.9192657531239,752.6147415861487,255.16658187378198,620.5924408510327,2.54296875,"{""1"": 40, ""10"": 12, ""11"": 8, ""13"": 16, ""15"": 12, ""2"": 80, ""5"": 8, ""7"": 8, ""8"": 8, ""9"": 8}"
