model,mode_name,observations,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_overhead_percent,overhead_ci95_low_percent,overhead_ci95_high_percent,tokens_per_second,throughput_change_percent,extra_peak_allocated_mb,answer_match_rate
Qwen2.5-VL-7B,Vanilla,200,785.0300408783369,747.1276118885726,997.0446604769676,0.0,,,17.961096092863027,0.0,0.0,1.0
Qwen2.5-VL-7B,Ranger-style,200,800.664020543918,761.6626012604684,1015.9048922359943,1.9915135538111306,1.742253235042328,2.3306458005929573,17.610382929935327,-1.9526267278702325,0.0,1.0
Qwen2.5-VL-7B,Dr.DNA-style,200,822.2385314316489,773.2077119871974,1044.7847642004488,4.739753718428541,4.464836833710945,5.08075141482942,17.148308502947003,-4.52526719813604,0.0,1.0
Qwen2.5-VL-7B,Full SIEVE,200,836.6646206611767,791.7499770410359,1063.4637150447816,6.5774017673346785,6.331997450069816,6.8250834842529,16.852630853277187,-6.171478810952391,1.4375,1.0
InternVL3-8B,Vanilla,200,982.0284337131307,932.4451023712754,1425.7365154102445,0.0,,,20.44747311854898,0.0,0.0,1.0
InternVL3-8B,Ranger-style,200,1001.3394271326251,950.6542426533997,1455.8942617382854,1.9664393368405753,1.8699934470999002,2.0623096891356223,20.05314027981488,-1.9285162349785945,0.0,1.0
InternVL3-8B,Dr.DNA-style,200,1032.3462689272128,982.0438127499074,1491.9620245229453,5.123867444838259,5.00163417681752,5.242428003076182,19.450837964345634,-4.8741238021203,0.0,1.0
InternVL3-8B,Full SIEVE,200,1048.7362531293184,999.6722445357591,1514.3628226825967,6.792860280425894,6.6651298701764645,6.914932734818471,19.14685407325569,-6.360781294356766,1.4375,1.0
LLaVA-1.5-7B,Vanilla,200,357.14795457199216,249.98987303115427,692.1138124540448,0.0,,,14.391794588771482,0.0,0.0,1.0
LLaVA-1.5-7B,Ranger-style,200,359.44837029557675,251.44018232822418,703.2143323449418,0.6441072093892997,0.39188473551826586,0.8696644622719472,14.29968925933186,-0.6399850197381429,0.0,1.0
LLaVA-1.5-7B,Dr.DNA-style,200,374.1494972910732,256.5093953162432,733.8346015429124,4.76036401761164,4.302760745372011,5.180005149354121,13.737824151080678,-4.54405066482142,0.0,1.0
LLaVA-1.5-7B,Full SIEVE,200,384.9986096145585,262.8277875483036,752.6917397743091,7.798072111582632,7.22843540065652,8.314541715919258,13.350697565235139,-7.23396249935786,2.54296875,1.0
