source_job,qwen25_vl_earthvqa,qwen25_vl_lingoqa,qwen25_vl_vqav2,llava15_earthvqa,llava15_lingoqa,llava15_vqav2,internvl3_earthvqa,internvl3_lingoqa,internvl3_vqav2
qwen25_vl_earthvqa,0.875,0.5234375,0.269185360094451,0.9202898550724636,0.8835820895522388,0.9404388714733544,0.7831632653061225,0.9254341164453525,0.5742444152431012
qwen25_vl_lingoqa,0.9090909090909092,0.9609756097560976,0.5510597302504817,0.8313725490196079,0.7857142857142857,0.8542372881355932,0.9794594594594594,0.9244060475161988,0.937888198757764
qwen25_vl_vqav2,0.9068825910931174,0.9633251833740832,0.9147609147609148,0.8449612403100775,0.7817589576547231,0.9235668789808916,0.4896,0.8319623971797885,0.6442048517520216
llava15_earthvqa,0.7019230769230769,0.7851002865329513,0.7451923076923077,0.96,0.5271317829457365,0.3076923076923077,0.8788598574821853,0.949260042283298,0.8182883939038686
llava15_lingoqa,0.6666666666666666,0.7455621301775148,0.7174447174447175,0.9616724738675958,0.9467787114845938,0.9567901234567902,0.7740259740259741,0.7667493796526055,0.7329974811083123
llava15_vqav2,0.6861313868613139,0.7507163323782235,0.7228915662650602,0.958041958041958,0.9438202247191012,0.899135446685879,0.8020304568527918,0.7878048780487805,0.7595561035758323
internvl3_earthvqa,0.7203791469194313,0.8980582524271845,0.3952424519670631,0.5464895635673624,0.1494156928213689,0.1110330288123682,0.986096256684492,0.4364666981577704,0.1653718091009988
internvl3_lingoqa,0.9112903225806452,0.9611650485436892,0.6143250688705234,0.8712121212121212,0.8385093167701864,0.8918032786885246,0.9827586206896552,0.9539748953974896,0.9373737373737374
internvl3_vqav2,0.9112903225806452,0.9635036496350364,0.851145038167939,0.1982105987611837,0.1041732036397866,0.068573832562053,0.9849462365591398,0.953781512605042,0.9438202247191012
