source_job,source_model,source_dataset,threshold,model_path,model_sha256,calibration_precision,calibration_recall,calibration_f1,calibration_fpr
qwen25_vl_earthvqa,qwen25_vl,earthvqa,0.5203976631164551,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/qwen25_vl_earthvqa/k_28/output/significant_sdc_detector.ubj,37aceb9f238af2ae7fbc1f8acde671326f8564e242f85ed34d0a5101166b953b,0.9841269841269841,0.8303571428571429,0.900726392251816,0.00037439161362785476
qwen25_vl_lingoqa,qwen25_vl,lingoqa,0.9652795195579529,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/qwen25_vl_lingoqa/k_28/output/significant_sdc_detector.ubj,94377c40bba51dc526ab7f5cd69ea16e2a30028100322840f854846892108634,1.0,0.7765151515151515,0.8742004264392325,0.0
qwen25_vl_vqav2,qwen25_vl,vqav2,0.8205813765525818,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/qwen25_vl_vqav2/k_28/output/significant_sdc_detector.ubj,e739d93e4bdeace4ef9214fc3f27d16b00058f6a7c87915b8bc90dd9d4076898,1.0,0.8953488372093024,0.9447852760736196,0.0
llava15_earthvqa,llava15,earthvqa,0.8492140173912048,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/llava15_earthvqa/k_28/output/significant_sdc_detector.ubj,ba51bff74e06ce583512e2268c455686033fa2e0db53b141787690de647b5f10,0.9943502824858758,0.9617486338797814,0.9777777777777779,0.00012396181975951408
llava15_lingoqa,llava15,lingoqa,0.9801421165466309,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/llava15_lingoqa/k_28/output/significant_sdc_detector.ubj,a733ccf34d2a2c43e093d79daf79895bbb2f413ee7c2d3591a8bbee0f08d0e22,1.0,0.9397590361445783,0.9689440993788819,0.0
llava15_vqav2,llava15,vqav2,0.5783867835998535,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/llava15_vqav2/k_28/output/significant_sdc_detector.ubj,877661a7ffaef2cc411db7670fc616f64c6674215307ff6ea5ce67c2158711b9,1.0,0.9010989010989011,0.9479768786127168,0.0
internvl3_earthvqa,internvl3,earthvqa,0.4291782081127167,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/internvl3_earthvqa/k_28/output/significant_sdc_detector.ubj,afb715b50b39e91e16dfe6b9a268893b5672684c342683d267f0f37ae0e835be,0.9953051643192489,0.9724770642201835,0.9837587006960558,0.00025644313373509426
internvl3_lingoqa,internvl3,lingoqa,0.8888392448425293,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/internvl3_lingoqa/k_28/output/significant_sdc_detector.ubj,e51d7695f475fd01b2da8381d1f08cdfc5a460659742ea00ebd0f4da61f25200,0.9976525821596244,0.9815242494226328,0.9895227008149011,0.00012812299807815503
internvl3_vqav2,internvl3,vqav2,0.5743780136108398,/data01/cd_workspace/Detect_SDC/experiments/step_ablation_36d/internvl3_vqav2/k_28/output/significant_sdc_detector.ubj,778b7fcd59a5bdb08ed89de1fb0fa21d45dfc8898fab5bafd421ba978a82f8f7,0.9977728285077951,0.9634408602150538,0.9803063457330418,0.00012861736334405144
