source_job,source_model,source_dataset,target_job,target_model,target_dataset,relationship,cohort,threshold,target_rows,target_strict_finite_rows,support,pred_total,tp,fp,fn,tn,precision,recall,false_positive_rate,f1,bootstrap_replicates,bootstrap_clusters,f1_ci_low,f1_ci_high
internvl3_lingoqa,internvl3,lingoqa,qwen25_vl_earthvqa,qwen25_vl,earthvqa,cross_model_cross_dataset,strict_finite,0.8888392448425293,8077,8077,111,67,67,0,44,7966,1.0,0.6036036036036037,0.0,0.7528089887640449,10000,375,0.6334771746536452,0.8709726894913912
internvl3_lingoqa,internvl3,lingoqa,qwen25_vl_lingoqa,qwen25_vl,lingoqa,cross_model_same_dataset,strict_finite,0.8888392448425293,8104,8104,67,55,53,2,14,8035,0.9636363636363636,0.7910447761194029,0.00024884907303720296,0.8688524590163934,10000,75,0.7549668874172185,0.9618320610687023
internvl3_lingoqa,internvl3,lingoqa,qwen25_vl_vqav2,qwen25_vl,vqav2,cross_model_cross_dataset,strict_finite,0.8888392448425293,8211,8211,96,300,58,242,38,7873,0.19333333333333333,0.6041666666666666,0.02982131854590265,0.29292929292929293,10000,116,0.21395348837209302,0.39542217229082055
internvl3_vqav2,internvl3,vqav2,internvl3_earthvqa,internvl3,earthvqa,same_model_cross_dataset,strict_finite,0.5743780136108398,7890,7890,126,112,112,0,14,7764,1.0,0.8888888888888888,0.0,0.9411764705882353,10000,375,0.8977742782152232,0.976
internvl3_vqav2,internvl3,vqav2,internvl3_lingoqa,internvl3,lingoqa,same_model_cross_dataset,strict_finite,0.5743780136108398,7891,7891,151,109,108,1,43,7739,0.9908256880733946,0.7152317880794702,0.00012919896640826872,0.8307692307692308,10000,75,0.6870696763553906,0.950229453483521
internvl3_vqav2,internvl3,vqav2,internvl3_vqav2,internvl3,vqav2,in_domain,strict_finite,0.5743780136108398,8041,8041,169,142,128,14,41,7858,0.9014084507042254,0.757396449704142,0.0017784552845528454,0.8231511254019293,10000,116,0.726413284756068,0.928
internvl3_vqav2,internvl3,vqav2,llava15_earthvqa,llava15,earthvqa,cross_model_cross_dataset,strict_finite,0.5743780136108398,8113,8113,12,1167,7,1160,5,6941,0.005998286203941731,0.5833333333333334,0.14319219849401307,0.011874469889737066,10000,375,0.00368995187647729,0.02194139154977762
internvl3_vqav2,internvl3,vqav2,llava15_lingoqa,llava15,lingoqa,cross_model_cross_dataset,strict_finite,0.5743780136108398,8086,8086,28,2846,12,2834,16,5224,0.004216444132115249,0.42857142857142855,0.3517001737403822,0.008350730688935281,10000,75,0.0037438461041772327,0.014134414407412442
internvl3_vqav2,internvl3,vqav2,llava15_vqav2,llava15,vqav2,cross_model_same_dataset,strict_finite,0.5743780136108398,8232,8232,19,4435,13,4422,6,3791,0.002931228861330327,0.6842105263157895,0.5384147083891392,0.0058374494836102376,10000,116,0.0020222446916076846,0.00953791134030933
internvl3_vqav2,internvl3,vqav2,qwen25_vl_earthvqa,qwen25_vl,earthvqa,cross_model_cross_dataset,strict_finite,0.5743780136108398,8077,8077,111,67,67,0,44,7966,1.0,0.6036036036036037,0.0,0.7528089887640449,10000,375,0.6339285714285714,0.8734177215189873
internvl3_vqav2,internvl3,vqav2,qwen25_vl_lingoqa,qwen25_vl,lingoqa,cross_model_cross_dataset,strict_finite,0.5743780136108398,8104,8104,67,54,53,1,14,8036,0.9814814814814815,0.7910447761194029,0.00012442453651860148,0.8760330578512396,10000,75,0.7638888888888888,0.967032967032967
internvl3_vqav2,internvl3,vqav2,qwen25_vl_vqav2,qwen25_vl,vqav2,cross_model_same_dataset,strict_finite,0.5743780136108398,8211,8211,96,98,58,40,38,8075,0.5918367346938775,0.6041666666666666,0.004929143561306223,0.5979381443298969,10000,116,0.4587126745748846,0.7567643915101542
llava15_earthvqa,llava15,earthvqa,internvl3_earthvqa,internvl3,earthvqa,cross_model_same_dataset,strict_finite,0.8492140173912048,7890,7890,126,35,35,0,91,7764,1.0,0.2777777777777778,0.0,0.43478260869565216,10000,375,0.3333333333333333,0.5308641975308642
llava15_earthvqa,llava15,earthvqa,internvl3_lingoqa,internvl3,lingoqa,cross_model_cross_dataset,strict_finite,0.8492140173912048,7891,7891,151,103,103,0,48,7740,1.0,0.6821192052980133,0.0,0.8110236220472441,10000,75,0.6666666666666666,0.934428019185339
llava15_earthvqa,llava15,earthvqa,internvl3_vqav2,internvl3,vqav2,cross_model_cross_dataset,strict_finite,0.8492140173912048,8041,8041,169,27,26,1,143,7871,0.9629629629629629,0.15384615384615385,0.00012703252032520327,0.2653061224489796,10000,116,0.1839080459770115,0.3522754329004329
llava15_earthvqa,llava15,earthvqa,llava15_earthvqa,llava15,earthvqa,in_domain,strict_finite,0.8492140173912048,8113,8113,12,14,7,7,5,8094,0.5,0.5833333333333334,0.0008640908529811135,0.5384615384615384,10000,375,0.2665217391304349,0.75
llava15_earthvqa,llava15,earthvqa,llava15_lingoqa,llava15,lingoqa,same_model_cross_dataset,strict_finite,0.8492140173912048,8086,8086,28,299,11,288,17,7770,0.03678929765886288,0.39285714285714285,0.035740878629932984,0.0672782874617737,10000,75,0.0275221476086888,0.17742831541218626
llava15_earthvqa,llava15,earthvqa,llava15_vqav2,llava15,vqav2,same_model_cross_dataset,strict_finite,0.8492140173912048,8232,8232,19,695,6,689,13,7524,0.008633093525179856,0.3157894736842105,0.08389139169609157,0.01680672268907563,10000,116,0.005159071367153913,0.03557488357531403
llava15_earthvqa,llava15,earthvqa,qwen25_vl_earthvqa,qwen25_vl,earthvqa,cross_model_same_dataset,strict_finite,0.8492140173912048,8077,8077,111,9,9,0,102,7966,1.0,0.08108108108108109,0.0,0.15,10000,375,0.06741100934755925,0.24193548387096775
llava15_earthvqa,llava15,earthvqa,qwen25_vl_lingoqa,qwen25_vl,lingoqa,cross_model_cross_dataset,strict_finite,0.8492140173912048,8104,8104,67,10,10,0,57,8037,1.0,0.14925373134328357,0.0,0.2597402597402597,10000,75,0.13333333333333333,0.38235294117647056
llava15_earthvqa,llava15,earthvqa,qwen25_vl_vqav2,qwen25_vl,vqav2,cross_model_cross_dataset,strict_finite,0.8492140173912048,8211,8211,96,6,6,0,90,8115,1.0,0.0625,0.0,0.11764705882352941,10000,116,0.02815923317683882,0.22
llava15_lingoqa,llava15,lingoqa,internvl3_earthvqa,internvl3,earthvqa,cross_model_cross_dataset,strict_finite,0.9801421165466309,7890,7890,126,0,0,0,126,7764,0.0,0.0,0.0,0.0,10000,375,0.0,0.0
llava15_lingoqa,llava15,lingoqa,internvl3_lingoqa,internvl3,lingoqa,cross_model_same_dataset,strict_finite,0.9801421165466309,7891,7891,151,0,0,0,151,7740,0.0,0.0,0.0,0.0,10000,75,0.0,0.0
llava15_lingoqa,llava15,lingoqa,internvl3_vqav2,internvl3,vqav2,cross_model_cross_dataset,strict_finite,0.9801421165466309,8041,8041,169,0,0,0,169,7872,0.0,0.0,0.0,0.0,10000,116,0.0,0.0
llava15_lingoqa,llava15,lingoqa,llava15_earthvqa,llava15,earthvqa,same_model_cross_dataset,strict_finite,0.9801421165466309,8113,8113,12,1,1,0,11,8101,1.0,0.08333333333333333,0.0,0.15384615384615385,10000,375,0.0,0.4444444444444444
llava15_lingoqa,llava15,lingoqa,llava15_lingoqa,llava15,lingoqa,in_domain,strict_finite,0.9801421165466309,8086,8086,28,11,10,1,18,8057,0.9090909090909091,0.35714285714285715,0.00012410027302060066,0.5128205128205128,10000,75,0.3125,0.6956521739130435
llava15_lingoqa,llava15,lingoqa,llava15_vqav2,llava15,vqav2,same_model_cross_dataset,strict_finite,0.9801421165466309,8232,8232,19,5,5,0,14,8213,1.0,0.2631578947368421,0.0,0.4166666666666667,10000,116,0.11764705882352941,0.8571428571428571
llava15_lingoqa,llava15,lingoqa,qwen25_vl_earthvqa,qwen25_vl,earthvqa,cross_model_cross_dataset,strict_finite,0.9801421165466309,8077,8077,111,1,1,0,110,7966,1.0,0.009009009009009009,0.0,0.017857142857142856,10000,375,0.0,0.06060606060606061
llava15_lingoqa,llava15,lingoqa,qwen25_vl_lingoqa,qwen25_vl,lingoqa,cross_model_same_dataset,strict_finite,0.9801421165466309,8104,8104,67,0,0,0,67,8037,0.0,0.0,0.0,0.0,10000,75,0.0,0.0
llava15_lingoqa,llava15,lingoqa,qwen25_vl_vqav2,qwen25_vl,vqav2,cross_model_cross_dataset,strict_finite,0.9801421165466309,8211,8211,96,0,0,0,96,8115,0.0,0.0,0.0,0.0,10000,116,0.0,0.0
llava15_vqav2,llava15,vqav2,internvl3_earthvqa,internvl3,earthvqa,cross_model_cross_dataset,strict_finite,0.5783867835998535,7890,7890,126,10,10,0,116,7764,1.0,0.07936507936507936,0.0,0.14705882352941177,10000,375,0.06896551724137931,0.22818791946308725
llava15_vqav2,llava15,vqav2,internvl3_lingoqa,internvl3,lingoqa,cross_model_cross_dataset,strict_finite,0.5783867835998535,7891,7891,151,7,7,0,144,7740,1.0,0.046357615894039736,0.0,0.08860759493670886,10000,75,0.03208556149732621,0.16
llava15_vqav2,llava15,vqav2,internvl3_vqav2,internvl3,vqav2,cross_model_same_dataset,strict_finite,0.5783867835998535,8041,8041,169,12,12,0,157,7872,1.0,0.07100591715976332,0.0,0.13259668508287292,10000,116,0.07272727272727272,0.20792508441595597
llava15_vqav2,llava15,vqav2,llava15_earthvqa,llava15,earthvqa,same_model_cross_dataset,strict_finite,0.5783867835998535,8113,8113,12,1,1,0,11,8101,1.0,0.08333333333333333,0.0,0.15384615384615385,10000,375,0.0,0.42857142857142855
llava15_vqav2,llava15,vqav2,llava15_lingoqa,llava15,lingoqa,same_model_cross_dataset,strict_finite,0.5783867835998535,8086,8086,28,10,9,1,19,8057,0.9,0.32142857142857145,0.00012410027302060066,0.47368421052631576,10000,75,0.2727272727272727,0.6530612244897959
llava15_vqav2,llava15,vqav2,llava15_vqav2,llava15,vqav2,in_domain,strict_finite,0.5783867835998535,8232,8232,19,28,6,22,13,8191,0.21428571428571427,0.3157894736842105,0.0026786801412394985,0.2553191489361702,10000,116,0.0784313725490196,0.75
llava15_vqav2,llava15,vqav2,qwen25_vl_earthvqa,qwen25_vl,earthvqa,cross_model_cross_dataset,strict_finite,0.5783867835998535,8077,8077,111,4,4,0,107,7966,1.0,0.036036036036036036,0.0,0.06956521739130435,10000,375,0.016666666666666666,0.13333333333333333
llava15_vqav2,llava15,vqav2,qwen25_vl_lingoqa,qwen25_vl,lingoqa,cross_model_cross_dataset,strict_finite,0.5783867835998535,8104,8104,67,11,5,6,62,8031,0.45454545454545453,0.07462686567164178,0.0007465472191116088,0.1282051282051282,10000,75,0.029411764705882353,0.2318840579710145
llava15_vqav2,llava15,vqav2,qwen25_vl_vqav2,qwen25_vl,vqav2,cross_model_same_dataset,strict_finite,0.5783867835998535,8211,8211,96,7,3,4,93,8111,0.42857142857142855,0.03125,0.0004929143561306223,0.05825242718446602,10000,116,0.0,0.13953488372093023
qwen25_vl_earthvqa,qwen25_vl,earthvqa,internvl3_earthvqa,internvl3,earthvqa,cross_model_same_dataset,strict_finite,0.5203976631164551,7890,7890,126,80,75,5,51,7759,0.9375,0.5952380952380952,0.0006439979392065945,0.7281553398058253,10000,375,0.648400572030709,0.8
qwen25_vl_earthvqa,qwen25_vl,earthvqa,internvl3_lingoqa,internvl3,lingoqa,cross_model_cross_dataset,strict_finite,0.5203976631164551,7891,7891,151,136,107,29,44,7711,0.7867647058823529,0.7086092715231788,0.0037467700258397934,0.7456445993031359,10000,75,0.5909090909090909,0.9014178822937624
qwen25_vl_earthvqa,qwen25_vl,earthvqa,internvl3_vqav2,internvl3,vqav2,cross_model_cross_dataset,strict_finite,0.5203976631164551,8041,8041,169,706,124,582,45,7290,0.17563739376770537,0.7337278106508875,0.07393292682926829,0.2834285714285714,10000,116,0.20925247048139267,0.41379582720488095
qwen25_vl_earthvqa,qwen25_vl,earthvqa,llava15_earthvqa,llava15,earthvqa,cross_model_same_dataset,strict_finite,0.5203976631164551,8113,8113,12,0,0,0,12,8101,0.0,0.0,0.0,0.0,10000,375,0.0,0.0
qwen25_vl_earthvqa,qwen25_vl,earthvqa,llava15_lingoqa,llava15,lingoqa,cross_model_cross_dataset,strict_finite,0.5203976631164551,8086,8086,28,0,0,0,28,8058,0.0,0.0,0.0,0.0,10000,75,0.0,0.0
qwen25_vl_earthvqa,qwen25_vl,earthvqa,llava15_vqav2,llava15,vqav2,cross_model_cross_dataset,strict_finite,0.5203976631164551,8232,8232,19,0,0,0,19,8213,0.0,0.0,0.0,0.0,10000,116,0.0,0.0
qwen25_vl_earthvqa,qwen25_vl,earthvqa,qwen25_vl_earthvqa,qwen25_vl,earthvqa,in_domain,strict_finite,0.5203976631164551,8077,8077,111,99,72,27,39,7939,0.7272727272727273,0.6486486486486487,0.003389404971127291,0.6857142857142857,10000,375,0.5472636815920398,0.8342874671340929
qwen25_vl_earthvqa,qwen25_vl,earthvqa,qwen25_vl_lingoqa,qwen25_vl,lingoqa,same_model_cross_dataset,strict_finite,0.5203976631164551,8104,8104,67,411,56,355,11,7682,0.1362530413625304,0.835820895522388,0.04417071046410352,0.23430962343096234,10000,75,0.14620441874870949,0.4238450331125827
qwen25_vl_earthvqa,qwen25_vl,earthvqa,qwen25_vl_vqav2,qwen25_vl,vqav2,same_model_cross_dataset,strict_finite,0.5203976631164551,8211,8211,96,1268,63,1205,33,6910,0.04968454258675079,0.65625,0.14849044978434997,0.09237536656891496,10000,116,0.0661331713900135,0.13084300383055214
qwen25_vl_lingoqa,qwen25_vl,lingoqa,internvl3_earthvqa,internvl3,earthvqa,cross_model_cross_dataset,strict_finite,0.9652795195579529,7890,7890,126,107,107,0,19,7764,1.0,0.8492063492063492,0.0,0.9184549356223176,10000,375,0.8695652173913043,0.9592760180995475
qwen25_vl_lingoqa,qwen25_vl,lingoqa,internvl3_lingoqa,internvl3,lingoqa,cross_model_same_dataset,strict_finite,0.9652795195579529,7891,7891,151,92,91,1,60,7739,0.9891304347826086,0.6026490066225165,0.00012919896640826872,0.7489711934156379,10000,75,0.5984235833225765,0.8807339449541285
qwen25_vl_lingoqa,qwen25_vl,lingoqa,internvl3_vqav2,internvl3,vqav2,cross_model_cross_dataset,strict_finite,0.9652795195579529,8041,8041,169,135,125,10,44,7862,0.9259259259259259,0.7396449704142012,0.0012703252032520325,0.8223684210526315,10000,116,0.7286054837582955,0.926829268292683
qwen25_vl_lingoqa,qwen25_vl,lingoqa,llava15_earthvqa,llava15,earthvqa,cross_model_cross_dataset,strict_finite,0.9652795195579529,8113,8113,12,0,0,0,12,8101,0.0,0.0,0.0,0.0,10000,375,0.0,0.0
qwen25_vl_lingoqa,qwen25_vl,lingoqa,llava15_lingoqa,llava15,lingoqa,cross_model_same_dataset,strict_finite,0.9652795195579529,8086,8086,28,0,0,0,28,8058,0.0,0.0,0.0,0.0,10000,75,0.0,0.0
qwen25_vl_lingoqa,qwen25_vl,lingoqa,llava15_vqav2,llava15,vqav2,cross_model_cross_dataset,strict_finite,0.9652795195579529,8232,8232,19,0,0,0,19,8213,0.0,0.0,0.0,0.0,10000,116,0.0,0.0
qwen25_vl_lingoqa,qwen25_vl,lingoqa,qwen25_vl_earthvqa,qwen25_vl,earthvqa,same_model_cross_dataset,strict_finite,0.9652795195579529,8077,8077,111,66,66,0,45,7966,1.0,0.5945945945945946,0.0,0.7457627118644068,10000,375,0.6282004830917874,0.8651685393258427
qwen25_vl_lingoqa,qwen25_vl,lingoqa,qwen25_vl_lingoqa,qwen25_vl,lingoqa,in_domain,strict_finite,0.9652795195579529,8104,8104,67,53,52,1,15,8036,0.9811320754716981,0.7761194029850746,0.00012442453651860148,0.8666666666666667,10000,75,0.751877033008052,0.96
qwen25_vl_lingoqa,qwen25_vl,lingoqa,qwen25_vl_vqav2,qwen25_vl,vqav2,same_model_cross_dataset,strict_finite,0.9652795195579529,8211,8211,96,126,11,115,85,8000,0.0873015873015873,0.11458333333333333,0.014171287738755391,0.0990990990990991,10000,116,0.041666666666666664,0.17500288018433174
qwen25_vl_vqav2,qwen25_vl,vqav2,internvl3_earthvqa,internvl3,earthvqa,cross_model_cross_dataset,strict_finite,0.8205813765525818,7890,7890,126,19,19,0,107,7764,1.0,0.15079365079365079,0.0,0.2620689655172414,10000,375,0.16176470588235295,0.36486486486486486
qwen25_vl_vqav2,qwen25_vl,vqav2,internvl3_lingoqa,internvl3,lingoqa,cross_model_cross_dataset,strict_finite,0.8205813765525818,7891,7891,151,22,22,0,129,7740,1.0,0.1456953642384106,0.0,0.2543352601156069,10000,75,0.15246181511916415,0.3742690058479532
qwen25_vl_vqav2,qwen25_vl,vqav2,internvl3_vqav2,internvl3,vqav2,cross_model_same_dataset,strict_finite,0.8205813765525818,8041,8041,169,28,28,0,141,7872,1.0,0.16568047337278108,0.0,0.28426395939086296,10000,116,0.2,0.37662808206286463
qwen25_vl_vqav2,qwen25_vl,vqav2,llava15_earthvqa,llava15,earthvqa,cross_model_cross_dataset,strict_finite,0.8205813765525818,8113,8113,12,0,0,0,12,8101,0.0,0.0,0.0,0.0,10000,375,0.0,0.0
qwen25_vl_vqav2,qwen25_vl,vqav2,llava15_lingoqa,llava15,lingoqa,cross_model_cross_dataset,strict_finite,0.8205813765525818,8086,8086,28,0,0,0,28,8058,0.0,0.0,0.0,0.0,10000,75,0.0,0.0
qwen25_vl_vqav2,qwen25_vl,vqav2,llava15_vqav2,llava15,vqav2,cross_model_same_dataset,strict_finite,0.8205813765525818,8232,8232,19,0,0,0,19,8213,0.0,0.0,0.0,0.0,10000,116,0.0,0.0
qwen25_vl_vqav2,qwen25_vl,vqav2,qwen25_vl_earthvqa,qwen25_vl,earthvqa,same_model_cross_dataset,strict_finite,0.8205813765525818,8077,8077,111,65,65,0,46,7966,1.0,0.5855855855855856,0.0,0.7386363636363636,10000,375,0.6181818181818182,0.8603419671576095
qwen25_vl_vqav2,qwen25_vl,vqav2,qwen25_vl_lingoqa,qwen25_vl,lingoqa,same_model_cross_dataset,strict_finite,0.8205813765525818,8104,8104,67,52,52,0,15,8037,1.0,0.7761194029850746,0.0,0.8739495798319328,10000,75,0.7567567567567568,0.9666758241758241
qwen25_vl_vqav2,qwen25_vl,vqav2,qwen25_vl_vqav2,qwen25_vl,vqav2,in_domain,strict_finite,0.8205813765525818,8211,8211,96,55,55,0,41,8115,1.0,0.5729166666666666,0.0,0.7284768211920529,10000,116,0.6033519553072626,0.859375
