scope_type,scope,model,dataset,bucket_order,deviation_bucket,samples,sample_share_pct,significant_sdc,significant_global_share_pct,non_significant_sdc,non_significant_global_share_pct
all,all_jobs,all,all,0,"[0,1]",40189,58.697493719693874,941,1.3743646667056142,39248,57.32312905298826
all,all_jobs,all,all,1,"(1,1e6]",10851,15.848279488228078,586,0.8558742770345271,10265,14.99240521119355
all,all_jobs,all,all,2,>1e6,17428,25.45422679207805,11188,16.34048022433838,6240,9.113746567739675
